ID,Name,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Base_Stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,Type 1,Type 2,Classification_info,Forms,gen,Is_Legendary,Is_Mythical,Is_Ultra_Beast,number_immune,number_not_effective,number_normal,number_super_effective
245,Suicune,100,75,115,90,115,85,580,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,607,2.0,412.3,187.0,3,,20480,3,Available; Inner Focus; Pressure,Water,,Aurora,,2,1,0,0,0,4,12,2
246,Larvitar,50,64,50,45,50,41,300,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,200,0.6,158.7,72.0,45,5.0,10240,45,Guts; Sand Veil,Rock,Ground,Rock Skin,,2,0,0,0,1,5,6,6
247,Pupitar,70,84,70,65,70,51,410,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,311,1.2,335.1,152.0,45,5.0,10240,45,Shed Skin,Rock,Ground,Hard Shell,,2,0,0,0,1,5,6,6
248,Tyranitar,100,134,110,95,100,61,600,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,607,2.0,445.3,202.0,45,5.0,10240,45,Sand Stream; Unnerve,Rock,Dark,Armor,Mega Tyranitar,2,0,0,0,1,6,4,7
249,Lugia,106,90,130,90,154,110,680,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1701,5.2,476.2,216.0,3,,30720,3,Multiscale; Pressure,Psychic,Flying,Diving,,2,1,0,0,1,3,9,5
250,Ho-Oh,106,130,90,110,154,90,680,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,1206,3.8,438.7,199.0,3,,30720,3,Pressure; Regenerator,Fire,Flying,Rainbow,,2,1,0,0,1,6,8,3
251,Celebi,100,100,100,100,100,100,600,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,200,0.6,11.0,5.0,45,,30720,45,Natural Cure,Psychic,Grass,Time Travel,,2,0,1,0,0,6,5,7
252,Treecko,40,45,35,65,55,70,310,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,108,0.5,11.0,5.0,45,88.1,5120,45,Overgrow; Unburden,Grass,,Wood Gecko,,3,0,0,0,0,4,9,5
253,Grovyle,50,65,45,85,65,95,405,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,211,0.9,47.6,21.6,45,88.1,5120,45,Overgrow; Unburden,Grass,,Wood Gecko,,3,0,0,0,0,4,9,5
254,Sceptile,70,85,65,105,85,120,530,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,507,1.7,115.1,52.2,45,88.1,5120,45,Overgrow; Unburden,Grass,,Forest,Mega Sceptile,3,0,0,0,0,4,9,5
255,Torchic,45,60,40,70,50,45,310,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,104,0.4,5.5,2.5,45,88.1,5120,45,Blaze; Speed Boost,Fire,,Chick,,3,0,0,0,0,6,9,3
256,Combusken,60,85,60,85,60,55,405,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,211,0.9,43.0,19.5,45,88.1,5120,45,Blaze; Speed Boost,Fire,Fighting,Young Fowl,,3,0,0,0,0,6,8,4
257,Blaziken,80,120,70,110,70,80,530,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,603,1.9,114.6,52.0,45,88.1,5120,45,Blaze; Speed Boost,Fire,Fighting,Blaze,Mega Blaziken,3,0,0,0,0,6,8,4
258,Mudkip,50,70,50,50,50,40,310,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,104,0.4,16.8,7.6,45,88.1,5120,45,Damp; Torrent,Water,,Mud Fish,,3,0,0,0,0,4,12,2
259,Marshtomp,70,85,70,60,70,50,405,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,204,0.7,61.7,28.0,45,88.1,5120,45,Damp; Torrent,Water,Ground,Mud Fish,,3,0,0,0,1,4,12,1
260,Swampert,100,110,90,85,90,60,535,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,411,1.5,180.6,81.9,45,88.1,5120,45,Damp; Torrent,Water,Ground,Mud Fish,Mega Swampert,3,0,0,0,1,4,12,1
261,Poochyena,35,55,35,30,30,35,220,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,108,0.5,30.0,13.6,255,5.0,3840,255,Quick Feet; Rattled; Run Away,Dark,,Bite,,3,0,0,0,1,2,12,3
262,Mightyena,70,90,70,60,60,70,420,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,303,1.0,81.6,37.0,127,5.0,3840,127,Intimidate; Moxie; Quick Feet,Dark,,Bite,,3,0,0,0,1,2,12,3
263,Zigzagoon,38,30,41,30,41,60,240,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,104,0.4,38.6,17.5,255,5.0,3840,255,Gluttony; Pickup; Quick Feet,Normal,,Tiny Racoon,Galarian Zigzagoon,3,0,0,0,1,0,16,1
264,Linoone,78,70,61,50,61,100,420,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,108,0.5,71.6,32.5,90,5.0,3840,90,Gluttony; Pickup; Quick Feet,Normal,,Rushing,Galarian Linoone,3,0,0,0,1,0,16,1
265,Wurmple,45,45,35,20,30,20,195,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100,0.3,7.9,3.6,255,5.0,3840,255,Run Away; Shield Dust,Bug,,Worm,,3,0,0,0,0,3,12,3
266,Silcoon,50,35,55,25,25,15,205,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,200,0.6,22.0,10.0,120,5.0,3840,120,Shed Skin,Bug,,Cocoon,,3,0,0,0,0,3,12,3
267,Beautifly,60,70,50,100,50,65,395,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,303,1.0,62.6,28.4,45,5.0,3840,45,Rivalry; Swarm,Bug,Flying,Butterfly,,3,0,0,0,1,3,9,5
268,Cascoon,50,35,55,25,25,15,205,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,204,0.7,25.4,11.5,120,5.0,3840,120,Shed Skin,Bug,,Cocoon,,3,0,0,0,0,3,12,3
269,Dustox,60,50,70,50,90,65,385,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,311,1.2,69.7,31.6,45,5.0,3840,45,Compound Eyes; Shield Dust,Bug,Poison,Poison Moth,,3,0,0,0,0,5,9,4
270,Lotad,40,30,30,40,50,30,220,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,108,0.5,5.7,2.6,255,5.0,3840,255,Own Tempo; Rain Dish; Swift Swim,Water,Grass,Water Weed,,3,0,0,0,0,3,12,3
271,Lombre,60,50,50,60,70,50,340,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,311,1.2,71.6,32.5,120,5.0,3840,120,Own Tempo; Rain Dish; Swift Swim,Water,Grass,Jolly,,3,0,0,0,0,3,12,3
272,Ludicolo,80,70,70,90,100,70,480,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,411,1.5,121.3,55.0,45,5.0,3840,45,Own Tempo; Rain Dish; Swift Swim,Water,Grass,Carefree,,3,0,0,0,0,3,12,3
273,Seedot,40,40,50,30,30,30,220,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,108,0.5,8.8,4.0,255,5.0,3840,255,Chlorophyll; Early Bird; Pickpocket,Grass,,Acorn,,3,0,0,0,0,4,9,5
274,Nuzleaf,70,70,40,60,40,60,340,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,303,1.0,61.7,28.0,120,5.0,3840,120,Chlorophyll; Early Bird; Pickpocket,Grass,Dark,Wily,,3,0,0,0,1,6,4,7
275,Shiftry,90,100,60,90,60,80,480,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,403,1.3,131.4,59.6,45,5.0,3840,45,Chlorophyll; Early Bird; Pickpocket,Grass,Dark,Wickid,,3,0,0,0,1,6,4,7
276,Taillow,40,55,30,30,30,85,270,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,100,0.3,5.1,2.3,200,5.0,3840,200,Guts; Scrappy,Normal,Flying,TinySwallow,,3,0,0,0,2,2,11,3
277,Swellow,60,85,60,75,50,125,455,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,204,0.7,43.7,19.8,45,5.0,3840,45,Guts; Scrappy,Normal,Flying,Swallow,,3,0,0,0,2,2,11,3
278,Wingull,40,30,30,55,30,85,270,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,200,0.6,20.9,9.5,190,5.0,5120,190,Available; Hydration; Keen Eye; Rain Dish,Water,Flying,Seagull,,3,0,0,0,1,5,10,2
279,Pelipper,60,50,100,95,70,65,440,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,311,1.2,61.7,28.0,45,5.0,5120,45,Available; Drizzle; Keen Eye; Rain Dish,Water,Flying,Water Bird,,3,0,0,0,1,5,10,2
280,Ralts,28,25,25,45,35,40,198,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,104,0.4,14.6,6.6,235,5.0,5120,235,Synchronize; Telepathy; Trace,Psychic,Fairy,Feeling,,3,0,0,0,1,2,12,3
281,Kirlia,38,35,35,65,55,50,278,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,207,0.8,44.5,20.2,120,5.0,5120,120,Synchronize; Telepathy; Trace,Psychic,Fairy,Emotion,,3,0,0,0,1,2,12,3
282,Gardevoir,68,65,65,125,115,80,518,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,503,1.6,106.7,48.4,45,5.0,5120,45,Synchronize; Telepathy; Trace,Psychic,Fairy,Embrace,Mega Gardevoir,3,0,0,0,1,2,12,3
283,Surskit,40,30,32,50,52,65,269,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,108,0.5,3.7,1.7,200,5.0,3840,200,Available; Rain Dish; Swift Swim,Bug,Water,Pond Skater,,3,0,0,0,0,5,10,3
284,Masquerain,70,60,62,100,82,80,454,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,207,0.8,7.9,3.6,75,5.0,3840,75,Available; Intimidate; Unnerve,Bug,Flying,Eyeball,,3,0,0,0,1,3,9,5
285,Shroomish,60,40,60,40,60,35,295,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,104,0.4,9.9,4.5,255,5.0,3840,255,Effect Spore; Poison Heal; Quick Feet,Grass,,Mushroom,,3,0,0,0,0,4,9,5
286,Breloom,60,130,80,60,60,70,460,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,311,1.2,86.4,39.2,90,5.0,3840,90,Effect Spore; Poison Heal; Technician,Grass,Fighting,Mushroom,,3,0,0,0,0,6,6,6
287,Slakoth,60,60,60,35,35,30,280,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,207,0.8,52.9,24.0,255,5.0,3840,255,Truant,Normal,,Slacker,,3,0,0,0,1,0,16,1
288,Vigoroth,80,80,80,55,55,90,440,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,407,1.4,102.5,46.5,120,5.0,3840,120,Vital Spirit,Normal,,Wild Monkey,,3,0,0,0,1,0,16,1
289,Slaking,150,160,100,95,65,100,670,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,607,2.0,287.7,130.5,45,5.0,3840,45,Truant,Normal,,Lazy,,3,0,0,0,1,0,16,1
290,Nincada,31,45,90,30,30,40,266,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,108,0.5,12.1,5.5,255,5.0,3840,255,Compound Eyes; Run Away,Bug,Ground,Trainee,,3,0,0,0,1,3,10,4
291,Ninjask,61,90,45,50,50,160,456,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,207,0.8,26.5,12.0,120,5.0,3840,120,Infiltrator; Speed Boost,Bug,Flying,Ninja,,3,0,0,0,1,3,9,5
292,Shedinja,1,90,45,30,30,40,236,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,207,0.8,2.6,1.2,45,,3840,45,Wonder Guard,Bug,Ghost,Shed,,3,0,0,0,2,4,7,5
293,Whismur,64,51,23,51,23,28,240,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200,0.6,35.9,16.3,190,5.0,5120,190,Rattled; Soundproof,Normal,,Whisper,,3,0,0,0,1,0,16,1
294,Loudred,84,71,43,71,43,48,360,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,303,1.0,89.3,40.5,120,5.0,5120,120,Scrappy; Soundproof,Normal,,Big Voice,,3,0,0,0,1,0,16,1
295,Exploud,104,91,63,91,73,68,490,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,411,1.5,185.2,84.0,45,5.0,5120,45,Scrappy; Soundproof,Normal,,Loud Noise,,3,0,0,0,1,0,16,1
296,Makuhita,72,60,30,20,30,25,237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,303,1.0,190.5,86.4,180,75.4,5120,180,Available; Guts; Sheer Force; Thick Fat,Fighting,,Guts,,3,0,0,0,0,3,12,3
297,Hariyama,144,120,60,40,60,50,474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,707,2.3,559.5,253.8,200,75.4,5120,200,Available; Guts; Sheer Force; Thick Fat,Fighting,,Arm Thrust,,3,0,0,0,0,3,12,3
298,Azurill,50,20,40,20,40,20,190,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,8,0.2,4.4,2.0,150,24.6,2560,150,Huge Power; Sap Sipper; Thick Fat,Normal,Fairy,Polka Dot,,3,0,0,0,2,2,12,2
299,Nosepass,30,45,135,45,90,30,375,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,303,1.0,213.8,97.0,255,5.0,5120,255,Available; Magnet Pull; Sand Force; Sturdy,Rock,,Compass,,3,0,0,0,0,4,9,5
300,Skitty,50,45,45,35,35,50,260,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200,0.6,24.3,11.0,255,24.6,3840,255,Cute Charm; Normalize; Wonder Skin,Normal,,Kitten,,3,0,0,0,1,0,16,1
301,Delcatty,70,65,65,55,55,90,400,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,307,1.1,71.9,32.6,60,24.6,3840,60,Cute Charm; Normalize; Wonder Skin,Normal,,Prim,,3,0,0,0,1,0,16,1
302,Sableye,50,75,75,65,65,50,380,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,108,0.5,24.3,11.0,45,5.0,6400,45,Available; Keen Eye; Prankster; Stall,Dark,Ghost,Darkness,Mega Sableye,3,0,0,0,3,1,13,1
303,Mawile,50,85,85,55,55,50,380,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,200,0.6,25.4,11.5,45,5.0,5120,45,Hyper Cutter; Intimidate; Sheer Force,Steel,Fairy,Deceiver,Mega Mawile,3,0,0,0,2,9,5,2
304,Aron,50,70,100,40,40,30,330,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,104,0.4,132.3,60.0,180,5.0,8960,180,Heavy Metal; Rock Head; Sturdy,Steel,Rock,Iron Armor,,3,0,0,0,1,8,6,3
305,Lairon,60,90,140,50,50,40,430,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,211,0.9,264.6,120.0,90,5.0,8960,90,Heavy Metal; Rock Head; Sturdy,Steel,Rock,Iron Armor,,3,0,0,0,1,8,6,3
306,Aggron,70,110,180,60,60,50,530,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,611,2.1,793.7,360.0,45,5.0,8960,45,Heavy Metal; Rock Head; Sturdy,Steel,Rock,Iron Armor,Mega Aggron,3,0,0,0,1,8,6,3
307,Meditite,30,40,55,40,55,60,280,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,200,0.6,24.7,11.2,180,5.0,5120,180,Pure Power; Telepathy,Fighting,Psychic,Meditate,,3,0,0,0,0,2,13,3
308,Medicham,60,60,75,60,75,80,410,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,403,1.3,69.4,31.5,90,5.0,5120,90,Pure Power; Telepathy,Fighting,Psychic,Meditate,Mega Medicham,3,0,0,0,0,2,13,3
309,Electrike,40,45,40,65,40,65,295,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,200,0.6,33.5,15.2,120,5.0,5120,120,Lightning Rod; Minus; Static,Electric,,Lightning,,3,0,0,0,0,3,14,1
310,Manectric,70,75,60,105,60,105,475,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,411,1.5,88.6,40.2,45,5.0,5120,45,Lightning Rod; Minus; Static,Electric,,Discharge,Mega Manectric,3,0,0,0,0,3,14,1
311,Plusle,60,50,40,85,75,95,405,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,104,0.4,9.3,4.2,200,5.0,5120,200,Lightning Rod; Plus,Electric,,Cheering,,3,0,0,0,0,3,14,1
312,Minun,60,40,50,75,85,95,405,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,104,0.4,9.3,4.2,200,5.0,5120,200,Minus; Volt Absorb,Electric,,Cheering,,3,0,0,0,0,3,14,1
313,Volbeat,65,73,75,47,85,85,430,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,204,0.7,39.0,17.7,150,10.0,3840,150,Illuminate; Prankster; Swarm,Bug,,Firefly,,3,0,0,0,0,3,12,3
314,Illumise,65,47,75,73,85,85,430,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,200,0.6,39.0,17.7,150,0.0,3840,150,Oblivious; Prankster; Tinted Lens,Bug,,Firefly,,3,0,0,0,0,3,12,3
315,Roselia,50,60,45,100,80,65,400,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,100,0.3,4.4,2.0,150,5.0,5120,150,Leaf Guard; Natural Cure; Poison Point,Grass,Poison,Thorn,,3,0,0,0,0,5,9,4
316,Gulpin,70,43,53,43,53,40,302,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,104,0.4,22.7,10.3,225,5.0,5120,225,Gluttony; Liquid Ooze; Sticky Hold,Poison,,Stomach,,3,0,0,0,0,5,11,2
317,Swalot,100,73,83,73,83,55,467,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,507,1.7,176.4,80.0,75,5.0,5120,75,Gluttony; Liquid Ooze; Sticky Hold,Poison,,Poison Bag,,3,0,0,0,0,5,11,2
318,Carvanha,45,90,20,65,20,65,305,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,207,0.8,45.9,20.8,225,5.0,5120,225,Available; Rough Skin; Speed Boost,Water,Dark,Savage,,3,0,0,0,1,6,6,5
319,Sharpedo,70,120,40,95,40,95,460,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,511,1.8,195.8,88.8,60,5.0,5120,60,Available; Rough Skin; Speed Boost,Water,Dark,Brutal,Mega Sharpedo,3,0,0,0,1,6,6,5
320,Wailmer,130,70,35,70,35,60,400,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,607,2.0,286.6,130.0,125,5.0,10240,125,Available; Oblivious; Pressure; Water Veil,Water,,Ball Whale,,3,0,0,0,0,4,12,2
321,Wailord,170,90,45,90,45,60,500,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4707,14.5,877.4,398.0,60,5.0,10240,60,Available; Oblivious; Pressure; Water Veil,Water,,Float Whale,,3,0,0,0,0,4,12,2
322,Numel,60,60,40,65,45,35,305,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,204,0.7,52.9,24.0,255,5.0,5120,255,Oblivious; Own Tempo; Simple,Fire,Ground,Numb,,3,0,0,0,1,5,10,2
323,Camerupt,70,100,70,105,75,40,460,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,603,1.9,485.0,220.0,150,5.0,5120,150,Anger Point; Magma Armor; Solid Rock,Fire,Ground,Eruption,Mega Camerupt,3,0,0,0,1,5,10,2
324,Torkoal,70,85,140,85,70,20,470,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,108,0.5,177.2,80.4,90,5.0,5120,90,Available; Drought; Shell Armor; White Smoke,Fire,,Coal,,3,0,0,0,0,6,9,3
325,Spoink,60,25,35,70,80,60,330,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,204,0.7,67.5,30.6,255,5.0,5120,255,Gluttony; Own Tempo; Thick Fat,Psychic,,Bounce,,3,0,0,0,0,2,13,3
326,Grumpig,80,45,65,90,110,80,470,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,211,0.9,157.6,71.5,60,5.0,5120,60,Gluttony; Own Tempo; Thick Fat,Psychic,,Manipulate,,3,0,0,0,0,2,13,3
327,Spinda,60,60,60,60,60,60,360,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,307,1.1,11.0,5.0,255,5.0,3840,255,Available; Contrary; Own Tempo; Tangled Feet,Normal,,Spot Panda,,3,0,0,0,1,0,16,1
